year,week_num
2019,1
2019,1
2019,1
2019,1
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,4
2019,4
2019,4
2019,4
2019,4
2019,4
2019,4
2019,4
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
